"uid","full_sci_name","match_type","BB_Accepted","BB_Accepted2","BB_Accepted3","BB_Accepted4","fuzzy_score"
"Apomys_datae","Apomys datae","1 - exact_fullsci_w_ssp","Apomys datae",NA,NA,NA,NA
"Apomys_gracilirostris","Apomys gracilirostris","1 - exact_fullsci_w_ssp","Apomys gracilirostris",NA,NA,NA,NA
"Apomys_insignis","Apomys insignis","1 - exact_fullsci_w_ssp","Apomys insignis",NA,NA,NA,NA
"Apomys_iridensis","Apomys iridensis","1 - exact_fullsci_w_ssp","Apomys iridensis",NA,NA,NA,NA
"Apomys_littoralis","Apomys littoralis","1 - exact_fullsci_w_ssp","Apomys littoralis",NA,NA,NA,NA
"Apomys_lubangensis","Apomys lubangensis","1 - exact_fullsci_w_ssp","Apomys lubangensis",NA,NA,NA,NA
"Apomys_magnus","Apomys magnus","1 - exact_fullsci_w_ssp","Apomys magnus",NA,NA,NA,NA
"Apomys_microdon","Apomys microdon","1 - exact_fullsci_w_ssp","Apomys microdon",NA,NA,NA,NA
"Apomys_minganensis","Apomys minganensis","1 - exact_fullsci_w_ssp","Apomys minganensis",NA,NA,NA,NA
"Apomys_musculus","Apomys musculus","1 - exact_fullsci_w_ssp","Apomys musculus",NA,NA,NA,NA
"Apomys_sacobianus","Apomys sacobianus","1 - exact_fullsci_w_ssp","Apomys sacobianus",NA,NA,NA,NA
"Apomys_sierrae","Apomys sierrae","1 - exact_fullsci_w_ssp","Apomys sierrae",NA,NA,NA,NA
"Apomys_zambalensis","Apomys zambalensis","1 - exact_fullsci_w_ssp","Apomys zambalensis",NA,NA,NA,NA
"Aproteles_bulmerae","Aproteles bulmerae","1 - exact_fullsci_w_ssp","Aproteles bulmerae",NA,NA,NA,NA
"Arabitragus_jayakari","Arabitragus jayakari","1 - exact_fullsci_w_ssp","Arabitragus jayakari",NA,NA,NA,NA
"Arborimus_albipes","Arborimus albipes","1 - exact_fullsci_w_ssp","Arborimus albipes",NA,NA,NA,NA
"Arborimus_longicaudus","Arborimus longicaudus","1 - exact_fullsci_w_ssp","Arborimus longicaudus",NA,NA,NA,NA
"Arborimus_pomo","Arborimus pomo","1 - exact_fullsci_w_ssp","Arborimus pomo",NA,NA,NA,NA
"Archaeolemur_edwardsi","Archaeolemur edwardsi","1 - exact_fullsci_w_ssp","Archaeolemur edwardsi",NA,NA,NA,NA
"Archboldomys_luzonensis","Archboldomys luzonensis","1 - exact_fullsci_w_ssp","Archboldomys luzonensis",NA,NA,NA,NA
"Archboldomys_maximus","Archboldomys maximus","1 - exact_fullsci_w_ssp","Archboldomys maximus",NA,NA,NA,NA
"Arctictis_binturong","Arctictis binturong","1 - exact_fullsci_w_ssp","Arctictis binturong",NA,NA,NA,NA
"Arctocebus_aureus","Arctocebus aureus","1 - exact_fullsci_w_ssp","Arctocebus aureus",NA,NA,NA,NA
"Arctocebus_calabarensis","Arctocebus calabarensis","1 - exact_fullsci_w_ssp","Arctocebus calabarensis",NA,NA,NA,NA
"Arctocephalus_pusillus","Arctocephalus pusillus","1 - exact_fullsci_w_ssp","Arctocephalus pusillus",NA,NA,NA,NA
"Arctogalidia_trivirgata","Arctogalidia trivirgata","1 - exact_fullsci_w_ssp","Arctogalidia trivirgata",NA,NA,NA,NA
"Arctonyx_collaris","Arctonyx collaris","1 - exact_fullsci_w_ssp","Arctonyx collaris",NA,NA,NA,NA
"Ardops_nichollsi","Ardops nichollsi","1 - exact_fullsci_w_ssp","Ardops nichollsi",NA,NA,NA,NA
"Arielulus_circumdatus","Arielulus circumdatus","1 - exact_fullsci_w_ssp","Arielulus circumdatus",NA,NA,NA,NA
"Arielulus_cuprosus","Arielulus cuprosus","1 - exact_fullsci_w_ssp","Arielulus cuprosus",NA,NA,NA,NA
"Arielulus_societatis","Arielulus societatis","1 - exact_fullsci_w_ssp","Arielulus societatis",NA,NA,NA,NA
"Ariteus_flavescens","Ariteus flavescens","1 - exact_fullsci_w_ssp","Ariteus flavescens",NA,NA,NA,NA
"Artibeus_amplus","Artibeus amplus","1 - exact_fullsci_w_ssp","Artibeus amplus",NA,NA,NA,NA
"Artibeus_concolor","Artibeus concolor","1 - exact_fullsci_w_ssp","Artibeus concolor",NA,NA,NA,NA
"Artibeus_fimbriatus","Artibeus fimbriatus","1 - exact_fullsci_w_ssp","Artibeus fimbriatus",NA,NA,NA,NA
"Artibeus_fraterculus","Artibeus fraterculus","1 - exact_fullsci_w_ssp","Artibeus fraterculus",NA,NA,NA,NA
"Artibeus_hirsutus","Artibeus hirsutus","1 - exact_fullsci_w_ssp","Artibeus hirsutus",NA,NA,NA,NA
"Artibeus_inopinatus","Artibeus inopinatus","1 - exact_fullsci_w_ssp","Artibeus inopinatus",NA,NA,NA,NA
"Artibeus_jamaicensis","Artibeus jamaicensis","1 - exact_fullsci_w_ssp","Artibeus jamaicensis",NA,NA,NA,NA
"Artibeus_lituratus","Artibeus lituratus","1 - exact_fullsci_w_ssp","Artibeus lituratus",NA,NA,NA,NA
"Artibeus_obscurus","Artibeus obscurus","1 - exact_fullsci_w_ssp","Artibeus obscurus",NA,NA,NA,NA
"Artibeus_planirostris","Artibeus planirostris","1 - exact_fullsci_w_ssp","Artibeus planirostris",NA,NA,NA,NA
"Arvicanthis_abyssinicus","Arvicanthis abyssinicus","1 - exact_fullsci_w_ssp","Arvicanthis abyssinicus",NA,NA,NA,NA
"Arvicanthis_ansorgei","Arvicanthis ansorgei","1 - exact_fullsci_w_ssp","Arvicanthis ansorgei",NA,NA,NA,NA
"Arvicanthis_blicki","Arvicanthis blicki","1 - exact_fullsci_w_ssp","Arvicanthis blicki",NA,NA,NA,NA
"Arvicanthis_nairobae","Arvicanthis nairobae","1 - exact_fullsci_w_ssp","Arvicanthis nairobae",NA,NA,NA,NA
"Arvicanthis_neumanni","Arvicanthis neumanni","1 - exact_fullsci_w_ssp","Arvicanthis neumanni",NA,NA,NA,NA
"Arvicanthis_niloticus","Arvicanthis niloticus","1 - exact_fullsci_w_ssp","Arvicanthis niloticus",NA,NA,NA,NA
"Arvicanthis_rufinus","Arvicanthis rufinus","1 - exact_fullsci_w_ssp","Arvicanthis rufinus",NA,NA,NA,NA
"Arvicola_amphibius","Arvicola amphibius","1 - exact_fullsci_w_ssp","Arvicola amphibius",NA,NA,NA,NA
"Arvicola_sapidus","Arvicola sapidus","1 - exact_fullsci_w_ssp","Arvicola sapidus",NA,NA,NA,NA
"Asellia_arabica","Asellia arabica","1 - exact_fullsci_w_ssp","Asellia arabica",NA,NA,NA,NA
"Asellia_patrizii","Asellia patrizii","1 - exact_fullsci_w_ssp","Asellia patrizii",NA,NA,NA,NA
"Asellia_tridens","Asellia tridens","1 - exact_fullsci_w_ssp","Asellia tridens",NA,NA,NA,NA
"Aselliscus_stoliczkanus","Aselliscus stoliczkanus","1 - exact_fullsci_w_ssp","Aselliscus stoliczkanus",NA,NA,NA,NA
"Aselliscus_tricuspidatus","Aselliscus tricuspidatus","1 - exact_fullsci_w_ssp","Aselliscus tricuspidatus",NA,NA,NA,NA
"Atelerix_albiventris","Atelerix albiventris","1 - exact_fullsci_w_ssp","Atelerix albiventris",NA,NA,NA,NA
"Atelerix_algirus","Atelerix algirus","1 - exact_fullsci_w_ssp","Atelerix algirus",NA,NA,NA,NA
"Atelerix_frontalis","Atelerix frontalis","1 - exact_fullsci_w_ssp","Atelerix frontalis",NA,NA,NA,NA
"Atelerix_sclateri","Atelerix sclateri","1 - exact_fullsci_w_ssp","Atelerix sclateri",NA,NA,NA,NA
"Ateles_belzebuth","Ateles belzebuth","1 - exact_fullsci_w_ssp","Ateles belzebuth",NA,NA,NA,NA
"Ateles_chamek","Ateles chamek","1 - exact_fullsci_w_ssp","Ateles chamek",NA,NA,NA,NA
"Ateles_fusciceps","Ateles fusciceps","1 - exact_fullsci_w_ssp","Ateles fusciceps",NA,NA,NA,NA
"Ateles_geoffroyi","Ateles geoffroyi","1 - exact_fullsci_w_ssp","Ateles geoffroyi",NA,NA,NA,NA
"Ateles_hybridus","Ateles hybridus","1 - exact_fullsci_w_ssp","Ateles hybridus",NA,NA,NA,NA
"Ateles_marginatus","Ateles marginatus","1 - exact_fullsci_w_ssp","Ateles marginatus",NA,NA,NA,NA
"Ateles_paniscus","Ateles paniscus","1 - exact_fullsci_w_ssp","Ateles paniscus",NA,NA,NA,NA
"Atelocynus_microtis","Atelocynus microtis","1 - exact_fullsci_w_ssp","Atelocynus microtis",NA,NA,NA,NA
"Atherurus_africanus","Atherurus africanus","1 - exact_fullsci_w_ssp","Atherurus africanus",NA,NA,NA,NA
"Atherurus_macrourus","Atherurus macrourus","1 - exact_fullsci_w_ssp","Atherurus macrourus",NA,NA,NA,NA
"Atilax_paludinosus","Atilax paludinosus","1 - exact_fullsci_w_ssp","Atilax paludinosus",NA,NA,NA,NA
"Atlantoxerus_getulus","Atlantoxerus getulus","1 - exact_fullsci_w_ssp","Atlantoxerus getulus",NA,NA,NA,NA
"Auliscomys_boliviensis","Auliscomys boliviensis","1 - exact_fullsci_w_ssp","Auliscomys boliviensis",NA,NA,NA,NA
"Auliscomys_pictus","Auliscomys pictus","1 - exact_fullsci_w_ssp","Auliscomys pictus",NA,NA,NA,NA
"Auliscomys_sublimis","Auliscomys sublimis","1 - exact_fullsci_w_ssp","Auliscomys sublimis",NA,NA,NA,NA
"Avahi_betsileo","Avahi betsileo","1 - exact_fullsci_w_ssp","Avahi betsileo",NA,NA,NA,NA
"Avahi_cleesei","Avahi cleesei","1 - exact_fullsci_w_ssp","Avahi cleesei",NA,NA,NA,NA
"Avahi_laniger","Avahi laniger","1 - exact_fullsci_w_ssp","Avahi laniger",NA,NA,NA,NA
"Avahi_meridionalis","Avahi meridionalis","1 - exact_fullsci_w_ssp","Avahi meridionalis",NA,NA,NA,NA
"Avahi_mooreorum","Avahi mooreorum","1 - exact_fullsci_w_ssp","Avahi mooreorum",NA,NA,NA,NA
"Avahi_occidentalis","Avahi occidentalis","1 - exact_fullsci_w_ssp","Avahi occidentalis",NA,NA,NA,NA
"Avahi_peyrierasi","Avahi peyrierasi","1 - exact_fullsci_w_ssp","Avahi peyrierasi",NA,NA,NA,NA
"Avahi_ramanantsoavanai","Avahi ramanantsoavanai","1 - exact_fullsci_w_ssp","Avahi ramanantsoavanai",NA,NA,NA,NA
"Avahi_unicolor","Avahi unicolor","1 - exact_fullsci_w_ssp","Avahi unicolor",NA,NA,NA,NA
"Axis_axis","Axis axis","1 - exact_fullsci_w_ssp","Axis axis",NA,NA,NA,NA
"Axis_calamianensis","Axis calamianensis","1 - exact_fullsci_w_ssp","Axis calamianensis",NA,NA,NA,NA
"Axis_kuhlii","Axis kuhlii","1 - exact_fullsci_w_ssp","Axis kuhlii",NA,NA,NA,NA
"Axis_porcinus","Axis porcinus","1 - exact_fullsci_w_ssp","Axis porcinus",NA,NA,NA,NA
"Babyrousa_babyrussa","Babyrousa babyrussa","1 - exact_fullsci_w_ssp","Babyrousa babyrussa",NA,NA,NA,NA
"Babyrousa_celebensis","Babyrousa celebensis","1 - exact_fullsci_w_ssp","Babyrousa celebensis",NA,NA,NA,NA
"Babyrousa_togeanensis","Babyrousa togeanensis","1 - exact_fullsci_w_ssp","Babyrousa togeanensis",NA,NA,NA,NA
"Baiomys_musculus","Baiomys musculus","1 - exact_fullsci_w_ssp","Baiomys musculus",NA,NA,NA,NA
"Baiomys_taylori","Baiomys taylori","1 - exact_fullsci_w_ssp","Baiomys taylori",NA,NA,NA,NA
"Baiyankamys_habbema","Baiyankamys habbema","1 - exact_fullsci_w_ssp","Baiyankamys habbema",NA,NA,NA,NA
"Baiyankamys_shawmayeri","Baiyankamys shawmayeri","1 - exact_fullsci_w_ssp","Baiyankamys shawmayeri",NA,NA,NA,NA
"Balaena_mysticetus","Balaena mysticetus","1 - exact_fullsci_w_ssp","Balaena mysticetus",NA,NA,NA,NA
"Balaenoptera_acutorostrata","Balaenoptera acutorostrata","1 - exact_fullsci_w_ssp","Balaenoptera acutorostrata",NA,NA,NA,NA
"Balaenoptera_bonaerensis","Balaenoptera bonaerensis","1 - exact_fullsci_w_ssp","Balaenoptera bonaerensis",NA,NA,NA,NA
"Balaenoptera_borealis","Balaenoptera borealis","1 - exact_fullsci_w_ssp","Balaenoptera borealis",NA,NA,NA,NA
"Balaenoptera_edeni","Balaenoptera edeni","1 - exact_fullsci_w_ssp","Balaenoptera edeni",NA,NA,NA,NA
"Balaenoptera_musculus","Balaenoptera musculus","1 - exact_fullsci_w_ssp","Balaenoptera musculus",NA,NA,NA,NA
"Balaenoptera_omurai","Balaenoptera omurai","1 - exact_fullsci_w_ssp","Balaenoptera omurai",NA,NA,NA,NA
"Balaenoptera_physalus","Balaenoptera physalus","1 - exact_fullsci_w_ssp","Balaenoptera physalus",NA,NA,NA,NA
"Balantiopteryx_infusca","Balantiopteryx infusca","1 - exact_fullsci_w_ssp","Balantiopteryx infusca",NA,NA,NA,NA
"Balantiopteryx_io","Balantiopteryx io","1 - exact_fullsci_w_ssp","Balantiopteryx io",NA,NA,NA,NA
"Balantiopteryx_plicata","Balantiopteryx plicata","1 - exact_fullsci_w_ssp","Balantiopteryx plicata",NA,NA,NA,NA
"Balionycteris_maculata","Balionycteris maculata","1 - exact_fullsci_w_ssp","Balionycteris maculata",NA,NA,NA,NA
"Bandicota_bengalensis","Bandicota bengalensis","1 - exact_fullsci_w_ssp","Bandicota bengalensis",NA,NA,NA,NA
"Bandicota_indica","Bandicota indica","1 - exact_fullsci_w_ssp","Bandicota indica",NA,NA,NA,NA
"Bandicota_savilei","Bandicota savilei","1 - exact_fullsci_w_ssp","Bandicota savilei",NA,NA,NA,NA
"Barbastella_barbastellus","Barbastella barbastellus","1 - exact_fullsci_w_ssp","Barbastella barbastellus",NA,NA,NA,NA
"Barbastella_beijingensis","Barbastella beijingensis","1 - exact_fullsci_w_ssp","Barbastella beijingensis",NA,NA,NA,NA
"Barbastella_leucomelas","Barbastella leucomelas","1 - exact_fullsci_w_ssp","Barbastella leucomelas",NA,NA,NA,NA
"Bassaricyon_alleni","Bassaricyon alleni","1 - exact_fullsci_w_ssp","Bassaricyon alleni",NA,NA,NA,NA
"Bassaricyon_gabbii","Bassaricyon gabbii","1 - exact_fullsci_w_ssp","Bassaricyon gabbii",NA,NA,NA,NA
"Bassaricyon_medius","Bassaricyon medius","1 - exact_fullsci_w_ssp","Bassaricyon medius",NA,NA,NA,NA
"Bassaricyon_neblina","Bassaricyon neblina","1 - exact_fullsci_w_ssp","Bassaricyon neblina",NA,NA,NA,NA
"Bassariscus_astutus","Bassariscus astutus","1 - exact_fullsci_w_ssp","Bassariscus astutus",NA,NA,NA,NA
"Bassariscus_sumichrasti","Bassariscus sumichrasti","1 - exact_fullsci_w_ssp","Bassariscus sumichrasti",NA,NA,NA,NA
"Bathyergus_janetta","Bathyergus janetta","1 - exact_fullsci_w_ssp","Bathyergus janetta",NA,NA,NA,NA
"Bathyergus_suillus","Bathyergus suillus","1 - exact_fullsci_w_ssp","Bathyergus suillus",NA,NA,NA,NA
"Batomys_dentatus","Batomys dentatus","1 - exact_fullsci_w_ssp","Batomys dentatus",NA,NA,NA,NA
"Batomys_russatus","Batomys russatus","1 - exact_fullsci_w_ssp","Batomys russatus",NA,NA,NA,NA
"Batomys_salomonseni","Batomys salomonseni","1 - exact_fullsci_w_ssp","Batomys salomonseni",NA,NA,NA,NA
"Batomys_uragon","Batomys uragon","1 - exact_fullsci_w_ssp","Batomys uragon",NA,NA,NA,NA
"Bauerus_dubiaquercus","Bauerus dubiaquercus","1 - exact_fullsci_w_ssp","Bauerus dubiaquercus",NA,NA,NA,NA
"Bdeogale_crassicauda","Bdeogale crassicauda","1 - exact_fullsci_w_ssp","Bdeogale crassicauda",NA,NA,NA,NA
"Bdeogale_jacksoni","Bdeogale jacksoni","1 - exact_fullsci_w_ssp","Bdeogale jacksoni",NA,NA,NA,NA
"Bdeogale_nigripes","Bdeogale nigripes","1 - exact_fullsci_w_ssp","Bdeogale nigripes",NA,NA,NA,NA
"Bdeogale_omnivora","Bdeogale omnivora","1 - exact_fullsci_w_ssp","Bdeogale omnivora",NA,NA,NA,NA
"Beamys_hindei","Beamys hindei","1 - exact_fullsci_w_ssp","Beamys hindei",NA,NA,NA,NA
"Beatragus_hunteri","Beatragus hunteri","1 - exact_fullsci_w_ssp","Beatragus hunteri",NA,NA,NA,NA
"Belomys_pearsonii","Belomys pearsonii","1 - exact_fullsci_w_ssp","Belomys pearsonii",NA,NA,NA,NA
"Berardius_arnuxii","Berardius arnuxii","1 - exact_fullsci_w_ssp","Berardius arnuxii",NA,NA,NA,NA
"Berardius_bairdii","Berardius bairdii","1 - exact_fullsci_w_ssp","Berardius bairdii",NA,NA,NA,NA
"Berylmys_berdmorei","Berylmys berdmorei","1 - exact_fullsci_w_ssp","Berylmys berdmorei",NA,NA,NA,NA
"Berylmys_mackenziei","Berylmys mackenziei","1 - exact_fullsci_w_ssp","Berylmys mackenziei",NA,NA,NA,NA
"Berylmys_manipulus","Berylmys manipulus","1 - exact_fullsci_w_ssp","Berylmys manipulus",NA,NA,NA,NA
"Bettongia_gaimardi","Bettongia gaimardi","1 - exact_fullsci_w_ssp","Bettongia gaimardi",NA,NA,NA,NA
"Bettongia_lesueur","Bettongia lesueur","1 - exact_fullsci_w_ssp","Bettongia lesueur",NA,NA,NA,NA
"Bettongia_penicillata","Bettongia penicillata","1 - exact_fullsci_w_ssp","Bettongia penicillata",NA,NA,NA,NA
"Bettongia_pusilla","Bettongia pusilla","1 - exact_fullsci_w_ssp","Bettongia pusilla",NA,NA,NA,NA
"Bettongia_tropica","Bettongia tropica","1 - exact_fullsci_w_ssp","Bettongia tropica",NA,NA,NA,NA
"Bibimys_chacoensis","Bibimys chacoensis","1 - exact_fullsci_w_ssp","Bibimys chacoensis",NA,NA,NA,NA
"Bibimys_labiosus","Bibimys labiosus","1 - exact_fullsci_w_ssp","Bibimys labiosus",NA,NA,NA,NA
"Bibimys_torresi","Bibimys torresi","1 - exact_fullsci_w_ssp","Bibimys torresi",NA,NA,NA,NA
"Biswamoyopterus_biswasi","Biswamoyopterus biswasi","1 - exact_fullsci_w_ssp","Biswamoyopterus biswasi",NA,NA,NA,NA
"Biswamoyopterus_laoensis","Biswamoyopterus laoensis","1 - exact_fullsci_w_ssp","Biswamoyopterus laoensis",NA,NA,NA,NA
"Blarina_brevicauda","Blarina brevicauda","1 - exact_fullsci_w_ssp","Blarina brevicauda",NA,NA,NA,NA
"Blarina_carolinensis","Blarina carolinensis","1 - exact_fullsci_w_ssp","Blarina carolinensis",NA,NA,NA,NA
"Blarina_hylophaga","Blarina hylophaga","1 - exact_fullsci_w_ssp","Blarina hylophaga",NA,NA,NA,NA
"Blarinella_quadraticauda","Blarinella quadraticauda","1 - exact_fullsci_w_ssp","Blarinella quadraticauda",NA,NA,NA,NA
"Blarinella_wardi","Blarinella wardi","1 - exact_fullsci_w_ssp","Blarinella wardi",NA,NA,NA,NA
"Blarinomys_breviceps","Blarinomys breviceps","1 - exact_fullsci_w_ssp","Blarinomys breviceps",NA,NA,NA,NA
"Blastocerus_dichotomus","Blastocerus dichotomus","1 - exact_fullsci_w_ssp","Blastocerus dichotomus",NA,NA,NA,NA
"Boromys_offella","Boromys offella","1 - exact_fullsci_w_ssp","Boromys offella",NA,NA,NA,NA
"Boromys_torrei","Boromys torrei","1 - exact_fullsci_w_ssp","Boromys torrei",NA,NA,NA,NA
"Bos_frontalis","Bos frontalis","1 - exact_fullsci_w_ssp","Bos frontalis",NA,NA,NA,NA
"Bos_gaurus","Bos gaurus","1 - exact_fullsci_w_ssp","Bos gaurus",NA,NA,NA,NA
"Bos_grunniens","Bos grunniens","1 - exact_fullsci_w_ssp","Bos grunniens",NA,NA,NA,NA
"Bos_indicus","Bos indicus","1 - exact_fullsci_w_ssp","Bos indicus",NA,NA,NA,NA
"Bos_javanicus","Bos javanicus","1 - exact_fullsci_w_ssp","Bos javanicus",NA,NA,NA,NA
"Bos_mutus","Bos mutus","1 - exact_fullsci_w_ssp","Bos mutus",NA,NA,NA,NA
"Bos_primigenius","Bos primigenius","1 - exact_fullsci_w_ssp","Bos primigenius",NA,NA,NA,NA
"Bos_sauveli","Bos sauveli","1 - exact_fullsci_w_ssp","Bos sauveli",NA,NA,NA,NA
"Bos_taurus","Bos taurus","1 - exact_fullsci_w_ssp","Bos taurus",NA,NA,NA,NA
"Boselaphus_tragocamelus","Boselaphus tragocamelus","1 - exact_fullsci_w_ssp","Boselaphus tragocamelus",NA,NA,NA,NA
"Brachiones_przewalskii","Brachiones przewalskii","1 - exact_fullsci_w_ssp","Brachiones przewalskii",NA,NA,NA,NA
"Brachylagus_idahoensis","Brachylagus idahoensis","1 - exact_fullsci_w_ssp","Brachylagus idahoensis",NA,NA,NA,NA
"Brachyphylla_cavernarum","Brachyphylla cavernarum","1 - exact_fullsci_w_ssp","Brachyphylla cavernarum",NA,NA,NA,NA
"Brachyphylla_nana","Brachyphylla nana","1 - exact_fullsci_w_ssp","Brachyphylla nana",NA,NA,NA,NA
"Brachytarsomys_albicauda","Brachytarsomys albicauda","1 - exact_fullsci_w_ssp","Brachytarsomys albicauda",NA,NA,NA,NA
"Brachyteles_arachnoides","Brachyteles arachnoides","1 - exact_fullsci_w_ssp","Brachyteles arachnoides",NA,NA,NA,NA
"Brachyteles_hypoxanthus","Brachyteles hypoxanthus","1 - exact_fullsci_w_ssp","Brachyteles hypoxanthus",NA,NA,NA,NA
"Brachyuromys_betsileoensis","Brachyuromys betsileoensis","1 - exact_fullsci_w_ssp","Brachyuromys betsileoensis",NA,NA,NA,NA
"Brachyuromys_ramirohitra","Brachyuromys ramirohitra","1 - exact_fullsci_w_ssp","Brachyuromys ramirohitra",NA,NA,NA,NA
"Bradypus_pygmaeus","Bradypus pygmaeus","1 - exact_fullsci_w_ssp","Bradypus pygmaeus",NA,NA,NA,NA
"Bradypus_torquatus","Bradypus torquatus","1 - exact_fullsci_w_ssp","Bradypus torquatus",NA,NA,NA,NA
"Bradypus_tridactylus","Bradypus tridactylus","1 - exact_fullsci_w_ssp","Bradypus tridactylus",NA,NA,NA,NA
"Bradypus_variegatus","Bradypus variegatus","1 - exact_fullsci_w_ssp","Bradypus variegatus",NA,NA,NA,NA
"Brotomys_voratus","Brotomys voratus","1 - exact_fullsci_w_ssp","Brotomys voratus",NA,NA,NA,NA
"Brucepattersonius_griserufescens","Brucepattersonius griserufescens","1 - exact_fullsci_w_ssp","Brucepattersonius griserufescens",NA,NA,NA,NA
"Brucepattersonius_iheringi","Brucepattersonius iheringi","1 - exact_fullsci_w_ssp","Brucepattersonius iheringi",NA,NA,NA,NA
"Brucepattersonius_soricinus","Brucepattersonius soricinus","1 - exact_fullsci_w_ssp","Brucepattersonius soricinus",NA,NA,NA,NA
"Bubalus_arnee","Bubalus arnee","1 - exact_fullsci_w_ssp","Bubalus arnee",NA,NA,NA,NA
"Bubalus_depressicornis","Bubalus depressicornis","1 - exact_fullsci_w_ssp","Bubalus depressicornis",NA,NA,NA,NA
"Bubalus_mindorensis","Bubalus mindorensis","1 - exact_fullsci_w_ssp","Bubalus mindorensis",NA,NA,NA,NA
"Bubalus_quarlesi","Bubalus quarlesi","1 - exact_fullsci_w_ssp","Bubalus quarlesi",NA,NA,NA,NA
"Budorcas_taxicolor","Budorcas taxicolor","1 - exact_fullsci_w_ssp","Budorcas taxicolor",NA,NA,NA,NA
"Bullimus_bagobus","Bullimus bagobus","1 - exact_fullsci_w_ssp","Bullimus bagobus",NA,NA,NA,NA
"Bullimus_gamay","Bullimus gamay","1 - exact_fullsci_w_ssp","Bullimus gamay",NA,NA,NA,NA
"Bullimus_luzonicus","Bullimus luzonicus","1 - exact_fullsci_w_ssp","Bullimus luzonicus",NA,NA,NA,NA
"Bunolagus_monticularis","Bunolagus monticularis","1 - exact_fullsci_w_ssp","Bunolagus monticularis",NA,NA,NA,NA
"Bunomys_andrewsi","Bunomys andrewsi","1 - exact_fullsci_w_ssp","Bunomys andrewsi",NA,NA,NA,NA
"Bunomys_chrysocomus","Bunomys chrysocomus","1 - exact_fullsci_w_ssp","Bunomys chrysocomus",NA,NA,NA,NA
"Bunomys_coelestis","Bunomys coelestis","1 - exact_fullsci_w_ssp","Bunomys coelestis",NA,NA,NA,NA
"Bunomys_karokophilus","Bunomys karokophilus","1 - exact_fullsci_w_ssp","Bunomys karokophilus",NA,NA,NA,NA
"Bunomys_penitus","Bunomys penitus","1 - exact_fullsci_w_ssp","Bunomys penitus",NA,NA,NA,NA
"Bunomys_prolatus","Bunomys prolatus","1 - exact_fullsci_w_ssp","Bunomys prolatus",NA,NA,NA,NA
"Bunomys_torajae","Bunomys torajae","1 - exact_fullsci_w_ssp","Bunomys torajae",NA,NA,NA,NA
"Burramys_parvus","Burramys parvus","1 - exact_fullsci_w_ssp","Burramys parvus",NA,NA,NA,NA
"Cabassous_centralis","Cabassous centralis","1 - exact_fullsci_w_ssp","Cabassous centralis",NA,NA,NA,NA
"Cabassous_chacoensis","Cabassous chacoensis","1 - exact_fullsci_w_ssp","Cabassous chacoensis",NA,NA,NA,NA
"Cabassous_tatouay","Cabassous tatouay","1 - exact_fullsci_w_ssp","Cabassous tatouay",NA,NA,NA,NA
"Cabassous_unicinctus","Cabassous unicinctus","1 - exact_fullsci_w_ssp","Cabassous unicinctus",NA,NA,NA,NA
"Cacajao_ayresi","Cacajao ayresi","1 - exact_fullsci_w_ssp","Cacajao ayresi",NA,NA,NA,NA
"Cacajao_calvus","Cacajao calvus","1 - exact_fullsci_w_ssp","Cacajao calvus",NA,NA,NA,NA
"Cacajao_hosomi","Cacajao hosomi","1 - exact_fullsci_w_ssp","Cacajao hosomi",NA,NA,NA,NA
"Cacajao_melanocephalus","Cacajao melanocephalus","1 - exact_fullsci_w_ssp","Cacajao melanocephalus",NA,NA,NA,NA
"Caenolestes_caniventer","Caenolestes caniventer","1 - exact_fullsci_w_ssp","Caenolestes caniventer",NA,NA,NA,NA
"Caenolestes_condorensis","Caenolestes condorensis","1 - exact_fullsci_w_ssp","Caenolestes condorensis",NA,NA,NA,NA
"Caenolestes_convelatus","Caenolestes convelatus","1 - exact_fullsci_w_ssp","Caenolestes convelatus",NA,NA,NA,NA
"Caenolestes_fuliginosus","Caenolestes fuliginosus","1 - exact_fullsci_w_ssp","Caenolestes fuliginosus",NA,NA,NA,NA
"Caenolestes_sangay","Caenolestes sangay","1 - exact_fullsci_w_ssp","Caenolestes sangay",NA,NA,NA,NA
"Calassomys_apicalis","Calassomys apicalis","1 - exact_fullsci_w_ssp","Calassomys apicalis",NA,NA,NA,NA
"Calcochloris_obtusirostris","Calcochloris obtusirostris","1 - exact_fullsci_w_ssp","Calcochloris obtusirostris",NA,NA,NA,NA
"Callicebus_barbarabrownae","Callicebus barbarabrownae","1 - exact_fullsci_w_ssp","Callicebus barbarabrownae",NA,NA,NA,NA
"Callicebus_coimbrai","Callicebus coimbrai","1 - exact_fullsci_w_ssp","Callicebus coimbrai",NA,NA,NA,NA
"Callicebus_melanochir","Callicebus melanochir","1 - exact_fullsci_w_ssp","Callicebus melanochir",NA,NA,NA,NA
"Callicebus_nigrifrons","Callicebus nigrifrons","1 - exact_fullsci_w_ssp","Callicebus nigrifrons",NA,NA,NA,NA
