"uid","full_sci_name","match_type","BB_Accepted","BB_Accepted2","BB_Accepted3","BB_Accepted4","p","c","o","f","fuzzy_score"
"Scotophilus_kuhlii","Scotophilus kuhlii","1 - exact_fullsci_w_ssp","Scotophilus kuhlii",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Scotophilus_leucogaster","Scotophilus leucogaster","1 - exact_fullsci_w_ssp","Scotophilus leucogaster",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Scotophilus_nux","Scotophilus nux","1 - exact_fullsci_w_ssp","Scotophilus nux",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Scotophilus_viridis","Scotophilus viridis","1 - exact_fullsci_w_ssp","Scotophilus viridis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Scutisorex_somereni","Scutisorex somereni","1 - exact_fullsci_w_ssp","Scutisorex somereni",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sekeetamys_calurus","Sekeetamys calurus","1 - exact_fullsci_w_ssp","Sekeetamys calurus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Selevinia_betpakdalaensis","Selevinia betpakdalaensis","1 - exact_fullsci_w_ssp","Selevinia betpakdalaensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Gliridae",NA
"Semnopithecus_entellus","Semnopithecus entellus","1 - exact_fullsci_w_ssp","Semnopithecus entellus",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Semnopithecus_schistaceus","Semnopithecus schistaceus","1 - exact_fullsci_w_ssp","Semnopithecus schistaceus",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Setifer_setosus","Setifer setosus","1 - exact_fullsci_w_ssp","Setifer setosus",NA,NA,NA,"Chordata","Mammalia","NA","Tenrecidae",NA
"Setonix_brachyurus","Setonix brachyurus","1 - exact_fullsci_w_ssp","Setonix brachyurus",NA,NA,NA,"Chordata","Mammalia","Diprotodontia","Macropodidae",NA
"Sicista_betulina","Sicista betulina","1 - exact_fullsci_w_ssp","Sicista betulina",NA,NA,NA,"Chordata","Mammalia","Rodentia","Dipodidae",NA
"Sicista_caudata","Sicista caudata","1 - exact_fullsci_w_ssp","Sicista caudata",NA,NA,NA,"Chordata","Mammalia","Rodentia","Dipodidae",NA
"Sicista_concolor","Sicista concolor","1 - exact_fullsci_w_ssp","Sicista concolor",NA,NA,NA,"Chordata","Mammalia","Rodentia","Dipodidae",NA
"Sicista_strandi","Sicista strandi","1 - exact_fullsci_w_ssp","Sicista strandi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Dipodidae",NA
"Sigmodon_hispidus","Sigmodon hispidus","1 - exact_fullsci_w_ssp","Sigmodon hispidus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Sigmodon_mascotensis","Sigmodon mascotensis","1 - exact_fullsci_w_ssp","Sigmodon mascotensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Sigmodontomys_alfari","Sigmodontomys alfari","1 - exact_fullsci_w_ssp","Sigmodontomys alfari",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Simias_concolor","Simias concolor","1 - exact_fullsci_w_ssp","Simias concolor",NA,NA,NA,"Chordata","Mammalia","Primates","Cercopithecidae",NA
"Sminthopsis_archeri","Sminthopsis archeri","1 - exact_fullsci_w_ssp","Sminthopsis archeri",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_bindi","Sminthopsis bindi","1 - exact_fullsci_w_ssp","Sminthopsis bindi",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_butleri","Sminthopsis butleri","1 - exact_fullsci_w_ssp","Sminthopsis butleri",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_crassicaudata","Sminthopsis crassicaudata","1 - exact_fullsci_w_ssp","Sminthopsis crassicaudata",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_dolichura","Sminthopsis dolichura","1 - exact_fullsci_w_ssp","Sminthopsis dolichura",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_douglasi","Sminthopsis douglasi","1 - exact_fullsci_w_ssp","Sminthopsis douglasi",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_froggatti","Sminthopsis froggatti","1 - exact_fullsci_w_ssp","Sminthopsis froggatti",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_gilberti","Sminthopsis gilberti","1 - exact_fullsci_w_ssp","Sminthopsis gilberti",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_granulipes","Sminthopsis granulipes","1 - exact_fullsci_w_ssp","Sminthopsis granulipes",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_hirtipes","Sminthopsis hirtipes","1 - exact_fullsci_w_ssp","Sminthopsis hirtipes",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_leucopus","Sminthopsis leucopus","1 - exact_fullsci_w_ssp","Sminthopsis leucopus",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_longicaudata","Sminthopsis longicaudata","1 - exact_fullsci_w_ssp","Sminthopsis longicaudata",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_macroura","Sminthopsis macroura","1 - exact_fullsci_w_ssp","Sminthopsis macroura",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_murina","Sminthopsis murina","1 - exact_fullsci_w_ssp","Sminthopsis murina",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_ooldea","Sminthopsis ooldea","1 - exact_fullsci_w_ssp","Sminthopsis ooldea",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_psammophila","Sminthopsis psammophila","1 - exact_fullsci_w_ssp","Sminthopsis psammophila",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_stalkeri","Sminthopsis stalkeri","1 - exact_fullsci_w_ssp","Sminthopsis stalkeri",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_virginiae","Sminthopsis virginiae","1 - exact_fullsci_w_ssp","Sminthopsis virginiae",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Sminthopsis_youngsoni","Sminthopsis youngsoni","1 - exact_fullsci_w_ssp","Sminthopsis youngsoni",NA,NA,NA,"Chordata","Mammalia","Dasyuromorphia","Dasyuridae",NA
"Smutsia_gigantea","Smutsia gigantea","1 - exact_fullsci_w_ssp","Smutsia gigantea",NA,NA,NA,"Chordata","Mammalia","Pholidota","Manidae",NA
"Smutsia_temminckii","Smutsia temminckii","1 - exact_fullsci_w_ssp","Smutsia temminckii",NA,NA,NA,"Chordata","Mammalia","Pholidota","Manidae",NA
"Solenodon_paradoxus","Solenodon paradoxus","1 - exact_fullsci_w_ssp","Solenodon paradoxus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Solenodontidae",NA
"Solisorex_pearsoni","Solisorex pearsoni","1 - exact_fullsci_w_ssp","Solisorex pearsoni",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Solomys_ponceleti","Solomys ponceleti","1 - exact_fullsci_w_ssp","Solomys ponceleti",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Solomys_salebrosus","Solomys salebrosus","1 - exact_fullsci_w_ssp","Solomys salebrosus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Sooretamys_angouya","Sooretamys angouya","1 - exact_fullsci_w_ssp","Sooretamys angouya",NA,NA,NA,"Chordata","Mammalia","Rodentia","Cricetidae",NA
"Sorex_alpinus","Sorex alpinus","1 - exact_fullsci_w_ssp","Sorex alpinus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_antinorii","Sorex antinorii","1 - exact_fullsci_w_ssp","Sorex antinorii",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_araneus","Sorex araneus","1 - exact_fullsci_w_ssp","Sorex araneus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_bedfordiae","Sorex bedfordiae","1 - exact_fullsci_w_ssp","Sorex bedfordiae",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_caecutiens","Sorex caecutiens","1 - exact_fullsci_w_ssp","Sorex caecutiens",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_cinereus","Sorex cinereus","1 - exact_fullsci_w_ssp","Sorex cinereus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_coronatus","Sorex coronatus","1 - exact_fullsci_w_ssp","Sorex coronatus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_cylindricauda","Sorex cylindricauda","1 - exact_fullsci_w_ssp","Sorex cylindricauda",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_daphaenodon","Sorex daphaenodon","1 - exact_fullsci_w_ssp","Sorex daphaenodon",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_excelsus","Sorex excelsus","1 - exact_fullsci_w_ssp","Sorex excelsus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_fumeus","Sorex fumeus","1 - exact_fullsci_w_ssp","Sorex fumeus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_gracillimus","Sorex gracillimus","1 - exact_fullsci_w_ssp","Sorex gracillimus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_granarius","Sorex granarius","1 - exact_fullsci_w_ssp","Sorex granarius",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_isodon","Sorex isodon","1 - exact_fullsci_w_ssp","Sorex isodon",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_minutissimus","Sorex minutissimus","1 - exact_fullsci_w_ssp","Sorex minutissimus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_minutus","Sorex minutus","1 - exact_fullsci_w_ssp","Sorex minutus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_mirabilis","Sorex mirabilis","1 - exact_fullsci_w_ssp","Sorex mirabilis",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_palustris","Sorex palustris","1 - exact_fullsci_w_ssp","Sorex palustris",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_raddei","Sorex raddei","1 - exact_fullsci_w_ssp","Sorex raddei",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_roboratus","Sorex roboratus","1 - exact_fullsci_w_ssp","Sorex roboratus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_saussurei","Sorex saussurei","1 - exact_fullsci_w_ssp","Sorex saussurei",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_shinto","Sorex shinto","1 - exact_fullsci_w_ssp","Sorex shinto",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_sinalis","Sorex sinalis","1 - exact_fullsci_w_ssp","Sorex sinalis",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_thibetanus","Sorex thibetanus","1 - exact_fullsci_w_ssp","Sorex thibetanus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_tundrensis","Sorex tundrensis","1 - exact_fullsci_w_ssp","Sorex tundrensis",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_unguiculatus","Sorex unguiculatus","1 - exact_fullsci_w_ssp","Sorex unguiculatus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sorex_volnuchini","Sorex volnuchini","1 - exact_fullsci_w_ssp","Sorex volnuchini",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Soriculus_nigrescens","Soriculus nigrescens","1 - exact_fullsci_w_ssp","Soriculus nigrescens",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sotalia_fluviatilis","Sotalia fluviatilis","1 - exact_fullsci_w_ssp","Sotalia fluviatilis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Delphinidae",NA
"Sotalia_guianensis","Sotalia guianensis","1 - exact_fullsci_w_ssp","Sotalia guianensis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Delphinidae",NA
"Sousa_chinensis","Sousa chinensis","1 - exact_fullsci_w_ssp","Sousa chinensis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Delphinidae",NA
"Sousa_plumbea","Sousa plumbea","1 - exact_fullsci_w_ssp","Sousa plumbea",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Delphinidae",NA
"Sousa_teuszii","Sousa teuszii","1 - exact_fullsci_w_ssp","Sousa teuszii",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Delphinidae",NA
"Spalacopus_cyanus","Spalacopus cyanus","1 - exact_fullsci_w_ssp","Spalacopus cyanus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Octodontidae",NA
"Spalax_arenarius","Spalax arenarius","1 - exact_fullsci_w_ssp","Spalax arenarius",NA,NA,NA,"Chordata","Mammalia","Rodentia","Spalacidae",NA
"Spalax_graecus","Spalax graecus","1 - exact_fullsci_w_ssp","Spalax graecus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Spalacidae",NA
"Spalax_microphthalmus","Spalax microphthalmus","1 - exact_fullsci_w_ssp","Spalax microphthalmus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Spalacidae",NA
"Spalax_zemni","Spalax zemni","1 - exact_fullsci_w_ssp","Spalax zemni",NA,NA,NA,"Chordata","Mammalia","Rodentia","Spalacidae",NA
"Speothos_venaticus","Speothos venaticus","1 - exact_fullsci_w_ssp","Speothos venaticus",NA,NA,NA,"Chordata","Mammalia","Carnivora","Canidae",NA
"Spermophilus_alashanicus","Spermophilus alashanicus","1 - exact_fullsci_w_ssp","Spermophilus alashanicus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Spermophilus_citellus","Spermophilus citellus","1 - exact_fullsci_w_ssp","Spermophilus citellus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Spermophilus_dauricus","Spermophilus dauricus","1 - exact_fullsci_w_ssp","Spermophilus dauricus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Spermophilus_taurensis","Spermophilus taurensis","1 - exact_fullsci_w_ssp","Spermophilus taurensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Spermophilus_xanthoprymnus","Spermophilus xanthoprymnus","1 - exact_fullsci_w_ssp","Spermophilus xanthoprymnus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sphaerias_blanfordi","Sphaerias blanfordi","1 - exact_fullsci_w_ssp","Sphaerias blanfordi",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Pteropodidae",NA
"Sphaeronycteris_toxophyllum","Sphaeronycteris toxophyllum","1 - exact_fullsci_w_ssp","Sphaeronycteris toxophyllum",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Spilocuscus_maculatus","Spilocuscus maculatus","1 - exact_fullsci_w_ssp","Spilocuscus maculatus",NA,NA,NA,"Chordata","Mammalia","Diprotodontia","Phalangeridae",NA
"Spilocuscus_rufoniger","Spilocuscus rufoniger","1 - exact_fullsci_w_ssp","Spilocuscus rufoniger",NA,NA,NA,"Chordata","Mammalia","Diprotodontia","Phalangeridae",NA
"Spilogale_angustifrons","Spilogale angustifrons","1 - exact_fullsci_w_ssp","Spilogale angustifrons",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mephitidae",NA
"Spilogale_gracilis","Spilogale gracilis","1 - exact_fullsci_w_ssp","Spilogale gracilis",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mephitidae",NA
"Spilogale_putorius","Spilogale putorius","1 - exact_fullsci_w_ssp","Spilogale putorius",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mephitidae",NA
"Spilogale_pygmaea","Spilogale pygmaea","1 - exact_fullsci_w_ssp","Spilogale pygmaea",NA,NA,NA,"Chordata","Mammalia","Carnivora","Mephitidae",NA
"Srilankamys_ohiensis","Srilankamys ohiensis","1 - exact_fullsci_w_ssp","Srilankamys ohiensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Stenella_attenuata","Stenella attenuata","1 - exact_fullsci_w_ssp","Stenella attenuata",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Delphinidae",NA
"Stenella_clymene","Stenella clymene","1 - exact_fullsci_w_ssp","Stenella clymene",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Delphinidae",NA
"Stenella_coeruleoalba","Stenella coeruleoalba","1 - exact_fullsci_w_ssp","Stenella coeruleoalba",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Delphinidae",NA
"Stenella_frontalis","Stenella frontalis","1 - exact_fullsci_w_ssp","Stenella frontalis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Delphinidae",NA
"Stenella_longirostris","Stenella longirostris","1 - exact_fullsci_w_ssp","Stenella longirostris",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Delphinidae",NA
"Steno_bredanensis","Steno bredanensis","1 - exact_fullsci_w_ssp","Steno bredanensis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Delphinidae",NA
"Stenocephalemys_albipes","Stenocephalemys albipes","1 - exact_fullsci_w_ssp","Stenocephalemys albipes",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Stenocephalemys_griseicauda","Stenocephalemys griseicauda","1 - exact_fullsci_w_ssp","Stenocephalemys griseicauda",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Stenocephalemys_ruppi","Stenocephalemys ruppi","1 - exact_fullsci_w_ssp","Stenocephalemys ruppi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Stenocephalemys_sokolovi","Stenocephalemys sokolovi","1 - exact_fullsci_w_ssp","Stenocephalemys sokolovi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Stenocephalemys_zimai","Stenocephalemys zimai","1 - exact_fullsci_w_ssp","Stenocephalemys zimai",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Stenoderma_rufum","Stenoderma rufum","1 - exact_fullsci_w_ssp","Stenoderma rufum",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Stochomys_longicaudatus","Stochomys longicaudatus","1 - exact_fullsci_w_ssp","Stochomys longicaudatus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Strigocuscus_celebensis","Strigocuscus celebensis","1 - exact_fullsci_w_ssp","Strigocuscus celebensis",NA,NA,NA,"Chordata","Mammalia","Diprotodontia","Phalangeridae",NA
"Sturnira_bakeri","Sturnira bakeri","1 - exact_fullsci_w_ssp","Sturnira bakeri",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Sturnira_lilium","Sturnira lilium","1 - exact_fullsci_w_ssp","Sturnira lilium",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Sturnira_ludovici","Sturnira ludovici","1 - exact_fullsci_w_ssp","Sturnira ludovici",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Sturnira_magna","Sturnira magna","1 - exact_fullsci_w_ssp","Sturnira magna",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Sturnira_tildae","Sturnira tildae","1 - exact_fullsci_w_ssp","Sturnira tildae",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Phyllostomidae",NA
"Styloctenium_wallacei","Styloctenium wallacei","1 - exact_fullsci_w_ssp","Styloctenium wallacei",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Pteropodidae",NA
"Stylodipus_telum","Stylodipus telum","1 - exact_fullsci_w_ssp","Stylodipus telum",NA,NA,NA,"Chordata","Mammalia","Rodentia","Dipodidae",NA
"Submyotodon_latirostris","Submyotodon latirostris","1 - exact_fullsci_w_ssp","Submyotodon latirostris",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Submyotodon_moupinensis","Submyotodon moupinensis","1 - exact_fullsci_w_ssp","Submyotodon moupinensis",NA,NA,NA,"Chordata","Mammalia","Chiroptera","Vespertilionidae",NA
"Suncus_ater","Suncus ater","1 - exact_fullsci_w_ssp","Suncus ater",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Suncus_dayi","Suncus dayi","1 - exact_fullsci_w_ssp","Suncus dayi",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Suncus_etruscus","Suncus etruscus","1 - exact_fullsci_w_ssp","Suncus etruscus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Suncus_infinitesimus","Suncus infinitesimus","1 - exact_fullsci_w_ssp","Suncus infinitesimus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Suncus_montanus","Suncus montanus","1 - exact_fullsci_w_ssp","Suncus montanus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Suncus_murinus","Suncus murinus","1 - exact_fullsci_w_ssp","Suncus murinus",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Suncus_niger","Suncus niger","1 - exact_fullsci_w_ssp","Suncus niger",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Suncus_remyi","Suncus remyi","1 - exact_fullsci_w_ssp","Suncus remyi",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Suncus_varilla","Suncus varilla","1 - exact_fullsci_w_ssp","Suncus varilla",NA,NA,NA,"Chordata","Mammalia","Eulipotyphla","Soricidae",NA
"Sundamys_annandalei","Sundamys annandalei","1 - exact_fullsci_w_ssp","Sundamys annandalei",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Sundamys_infraluteus","Sundamys infraluteus","1 - exact_fullsci_w_ssp","Sundamys infraluteus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Sundamys_maxi","Sundamys maxi","1 - exact_fullsci_w_ssp","Sundamys maxi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Sundamys_muelleri","Sundamys muelleri","1 - exact_fullsci_w_ssp","Sundamys muelleri",NA,NA,NA,"Chordata","Mammalia","Rodentia","Muridae",NA
"Sundasciurus_altitudinis","Sundasciurus altitudinis","1 - exact_fullsci_w_ssp","Sundasciurus altitudinis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_brookei","Sundasciurus brookei","1 - exact_fullsci_w_ssp","Sundasciurus brookei",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_fraterculus","Sundasciurus fraterculus","1 - exact_fullsci_w_ssp","Sundasciurus fraterculus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_hippurus","Sundasciurus hippurus","1 - exact_fullsci_w_ssp","Sundasciurus hippurus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_hoogstraali","Sundasciurus hoogstraali","1 - exact_fullsci_w_ssp","Sundasciurus hoogstraali",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_jentinki","Sundasciurus jentinki","1 - exact_fullsci_w_ssp","Sundasciurus jentinki",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_juvencus","Sundasciurus juvencus","1 - exact_fullsci_w_ssp","Sundasciurus juvencus",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_lowii","Sundasciurus lowii","1 - exact_fullsci_w_ssp","Sundasciurus lowii",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_moellendorffi","Sundasciurus moellendorffi","1 - exact_fullsci_w_ssp","Sundasciurus moellendorffi",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_philippinensis","Sundasciurus philippinensis","1 - exact_fullsci_w_ssp","Sundasciurus philippinensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_rabori","Sundasciurus rabori","1 - exact_fullsci_w_ssp","Sundasciurus rabori",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_robinsoni","Sundasciurus robinsoni","1 - exact_fullsci_w_ssp","Sundasciurus robinsoni",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_samarensis","Sundasciurus samarensis","1 - exact_fullsci_w_ssp","Sundasciurus samarensis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_steerii","Sundasciurus steerii","1 - exact_fullsci_w_ssp","Sundasciurus steerii",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_tahan","Sundasciurus tahan","1 - exact_fullsci_w_ssp","Sundasciurus tahan",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Sundasciurus_tenuis","Sundasciurus tenuis","1 - exact_fullsci_w_ssp","Sundasciurus tenuis",NA,NA,NA,"Chordata","Mammalia","Rodentia","Sciuridae",NA
"Suricata_suricatta","Suricata suricatta","1 - exact_fullsci_w_ssp","Suricata suricatta",NA,NA,NA,"Chordata","Mammalia","Carnivora","Herpestidae",NA
"Sus_barbatus","Sus barbatus","1 - exact_fullsci_w_ssp","Sus barbatus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Suidae",NA
"Sus_cebifrons","Sus cebifrons","1 - exact_fullsci_w_ssp","Sus cebifrons",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Suidae",NA
"Sus_celebensis","Sus celebensis","1 - exact_fullsci_w_ssp","Sus celebensis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Suidae",NA
"Sus_philippensis","Sus philippensis","1 - exact_fullsci_w_ssp","Sus philippensis",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Suidae",NA
"Sus_scrofa","Sus scrofa","1 - exact_fullsci_w_ssp","Sus scrofa",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Suidae",NA
"Sus_verrucosus","Sus verrucosus","1 - exact_fullsci_w_ssp","Sus verrucosus",NA,NA,NA,"Chordata","Mammalia","Artiodactyla","Suidae",NA
